;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,
EVTNAME10225;Hungarian Revolution of $YEAR$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10225;The Hungarian nobility has grown increasingly nationalistic and liberal in recent years. The cities and countryside have become increasingly unruly, a violent and dangerous place for Bohemian officials and Czechs. In response, the Bohemian government ordered the Hungarian Diet dissolved and the replacement of the Governing Council with a single governor, Count Jirí Lukavský of Olomouc. The Hungarians have refused to obey, and thus we now face civil war to maintain the integrity of the realm.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC98835;With the arrival of the $COUNTRY_ADJ$ colonial governor in $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Cameroonian colony.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98830;With the arrival of the $COUNTRY_ADJ$ colonial governor in $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Chadian colony.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98825;With the arrival of the $COUNTRY_ADJ$ colonial governor in $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Nigerien colony.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98822;With the arrival of the $COUNTRY_ADJ$ colonial governor in $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Algerian colony.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98820;With the arrival of the $COUNTRY_ADJ$ colonial governor in $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Senegalese colony.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98815;With the arrival of the $COUNTRY_ADJ$ colonial governor into $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Guinean colony.;;;;;;;;;;;;x,,,,,,,,,
EVTDESC98810;With the arrival of the $COUNTRY_ADJ$ colonial governor into $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Sierra Leonean colony.;;;;;;;;;;;;x,,,,,,,,,
EVTDESC98807;With the arrival of the $COUNTRY_ADJ$ colonial governor into $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Ivorian colony.;;;;;;;;;;;;x,,,,,,,,,
EVTDESC98806;With the arrival of the $COUNTRY_ADJ$ colonial governor into $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Gambian colony.;;;;;;;;;;;;x,,,,,,,,,
EVTDESC98805;With the arrival of the $COUNTRY_ADJ$ colonial governor into $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Togolese colony.;;;;;;;;;;;;x,,,,,,,,,
EVTDESC98800;With the arrival of the $COUNTRY_ADJ$ colonial governor in $PROVINCENAME$, an effort has begun to incorporate $COUNTRY_ADJ$ $STATENAME$ into the larger Nigerian colony.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98735;A sentiment of Islamic nationalism is sweeping $COUNTRY$, as people begin to clamor for unification with the Islamic Caliphate. We have little reason to doubt that they would object to a petition of annexation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98725;The call has gone out across the world: a nation has risen to lead the arab masses into the future, a greater power that can withstand the onslaught of colonialism by the European powers. They must rise up and join $COUNTRY$, or forever spend their lives as servants to foreign masters.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC98725;The call has gone out across the world: a nation has risen to lead the Arab masses into the future, a greater power that can withstand the onslaught of colonialism by the European powers. They must rise up and join $COUNTRY$, or forever spend their lives as servants to foreign masters.;;;;;;;;;;;;x,,,,,,,,
EVTDESC98721;With the Danubian government having become a totalitarian regime, resentment among the various ethnic groups has reached a boiling point. They are demanding their independence, something which would see an end to the federation as it currently exists. The German majority is fine with this, though some are also suggesting the temerity of these rebels is beyond the pale and the federation should be maintained, by force, if need be.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTDESC98720;With the loss of Hungary, the entire basis for the Danubian Federation has begun to crumble. The other ethnic groups are questioning the dominance that the German majority will exert without the Hungarians to counter-balance them, and increasingly there are demands for the federation to be undone. Some Germans are fine with this, preferring to return to the Austria that was, but many of them say that these other groups should not be permitted to break away. They say the Austrian Empire should be restored, by force, if need be.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,
EVTDESC98716;Resentment has been brewing among the Polish ever since the federation's formation. Their leaders have been loudly proclaiming that German officials proceeded regardless of Polish concerns. In some cities, the protests have even become violent and authorities report difficulty in keeping things under control.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98715;Resentment has been brewing among the Slovakians ever since the federation's formation. Their leaders have been loudly proclaiming that German officials proceeded regardless of Slovakian concerns. In some cities, the protests have even become violent and authorities report difficulty in keeping things under control.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98714;Resentment has been brewing among the Slovenes ever since the federation's formation. Their leaders have been loudly proclaiming that German officials proceeded regardless of Slovene concerns. In some cities, the protests have even become violent and authorities report difficulty in keeping things under control.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98713;Resentment has been brewing among the Croatians ever since the federation's formation. Their leaders have been loudly proclaiming that German officials proceeded regardless of Croatian concerns. In some cities, the protests have even become violent and authorities report difficulty in keeping things under control.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98712;Resentment has been brewing among the Volaseans ever since the federation's formation. Their leaders have been loudly proclaiming that German officials proceeded regardless of Volasean concerns. In some cities, the protests have even become violent and authorities report difficulty in keeping things under control.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98711;Resentment has been brewing among the Czechs ever since the federation's formation. Their leaders have been loudly proclaiming that German officials proceeded regardless of Czech concerns. In some cities, the protests have even become violent and authorities report difficulty in keeping things under control.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98710;Resentment has been brewing among Hungarians ever since the federation's formation. Their leaders have been loudly proclaiming that they gave no approval for this violation of their constitutional rights, and that German officials proceeded regardless of Hungarian concerns. In some cities, the protests have even become violent and authorities report difficulty in keeping things under control.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC98687;After much discussion and deliberation, the Polish have outright refused the proposed federation. We can ignore their refusal and proceed with the federation anyhow, but not without upsetting the Slovene people greatly.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC98686;After much discussion and deliberation, the Polish have agreed to the proposed Danubian Federation... on one condition: that they be elevated to a fully autonomous state tied to the federation only in matters of foreign relations. We can ignore their proposal, but not without causing a great deal of discontent among the Polish people. Sadly, this appears to be as far as they will go on the matter.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC98685;After much discussion and deliberation, the Polish have agreed to the proposed Danubian Federation without reservation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98682;After much discussion and deliberation, the Slovakians have outright refused the proposed federation. We can ignore their refusal and proceed with the federation anyhow, but not without upsetting the Slovakian people greatly.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC98681;After much discussion and deliberation, the Slovakians have agreed to the proposed Danubian Federation... on one condition: that they be elevated to a fully autonomous state tied to the federation only in matters of foreign relations. We can ignore their proposal, but not without causing a great deal of discontent among the Slovakian people. Sadly, this appears to be as far as they will go on the matter.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC98680;After much discussion and deliberation, the Slovakians have agreed to the proposed Danubian Federation without reservation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98677;After much discussion and deliberation, the Slovenes have outright refused the proposed federation. We can ignore their refusal and proceed with the federation anyhow, but not without upsetting the Slovene people greatly.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC98676;After much discussion and deliberation, the Slovenes have agreed to the proposed Danubian Federation... on one condition: that they be elevated to a fully autonomous state tied to the federation only in matters of foreign relations. We can ignore their proposal, but not without causing a great deal of discontent among the Slovene people. Sadly, this appears to be as far as they will go on the matter.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC98675;After much discussion and deliberation, the Slovenes have agreed to the proposed Danubian Federation without reservation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98672;After much discussion and deliberation, the Croatians have outright refused the proposed federation. We can ignore their refusal and proceed with the federation anyhow, but not without upsetting the Croatian people greatly.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC98671;After much discussion and deliberation, the Croatians have agreed to the proposed Danubian Federation... on one condition: that they be elevated to a fully autonomous state tied to the federation only in matters of foreign relations. We can ignore their proposal, but not without causing a great deal of discontent among the Croatian people. Sadly, this appears to be as far as they will go on the matter.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC98670;After much discussion and deliberation, the Croatians have agreed to the proposed Danubian Federation without reservation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98667;After much discussion and deliberation, the Volaseans have outright refused the proposed federation. We can ignore their refusal and proceed with the federation anyhow, but not without upsetting the Volasean people greatly.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC98666;After much discussion and deliberation, the Volaseans have agreed to the proposed Danubian Federation... on one condition: that they be elevated to a fully autonomous state tied to the federation only in matters of foreign relations. We can ignore their proposal, but not without causing a great deal of discontent among the Volasean people. Sadly, this appears to be as far as they will go on the matter.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC98665;After much discussion and deliberation, the Volaseans have agreed to the proposed Danubian Federation without reservation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98662;After much discussion and deliberation, the Czechs have outright refused the proposed federation. We can ignore their refusal and proceed with the federation anyhow, but not without upsetting the Czech people greatly.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC98661;After much discussion and deliberation, the Czechs have agreed to the proposed Danubian Federation... on one condition: that they be elevated to a fully autonomous state tied to the federation only in matters of foreign relations. We can ignore their proposal, but not without causing a great deal of discontent among the Czech people. Sadly, this appears to be as far as they will go on the matter.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC98660;After much discussion and deliberation, the Czechs have agreed to the proposed Danubian Federation without reservation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTDESC98657;After much discussion and deliberation, the Hungarians have outright refused the proposed federation. They do not wish to lose their equal standing with the Austrian government, and see no benefit in surrendering claims to their traditional territories. We can ignore their refusal and proceed with the federation anyhow, but not without upsetting the Hungarian people greatly.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
